,,,LLEGADA_RELOJ,,,FIN_CONTROL_RELOJ,,,,,,,RESULTADO_DE_CONTROL,,EMPLEADO_1,,EMPLEADO_2,,EMPLEADO_3,,,,,,,Reloj_0,,Reloj_1,,Reloj_2,,Reloj_3,,Reloj_4,,Reloj_5,,Reloj_6,,Reloj_7,,Reloj_8,,Reloj_9,,Reloj_10,,Reloj_11,,Reloj_12,,Reloj_13,,Reloj_14,,Reloj_15,,Reloj_16,,Reloj_17,,Reloj_18,,Reloj_19,,Reloj_20,,Reloj_21,,Reloj_22,,Reloj_23,,Reloj_24,,Reloj_25,,Reloj_26,,Reloj_27,,Reloj_28,,Reloj_29,,Reloj_30,,Reloj_31,,Reloj_32,,Reloj_33,,Reloj_34,,Reloj_35,,Reloj_36,,Reloj_37,,Reloj_38,,Reloj_39,,Reloj_40,,Reloj_41,,Reloj_42,,Reloj_43,,Reloj_44,,Reloj_45,,Reloj_46,,Reloj_47,,Reloj_48,,Reloj_49,,Reloj_50,,Reloj_51,,Reloj_52,,Reloj_53,,Reloj_54,,Reloj_55,,Reloj_56,,Reloj_57,,Reloj_58,,Reloj_59,,Reloj_60,,Reloj_61,,Reloj_62,,Reloj_63,,Reloj_64,,Reloj_65,,Reloj_66,,Reloj_67,,Reloj_68,,Reloj_69,,Reloj_70,
96,FinControlReloj_28,44.71,,,44.9,0.49,0.25,4.8,5.49,4.53,6.28,5.25,0.46,OK,Ocupado,44.16,Ocupado,43.62,Ocupado,43.6,38,799.4902305340767,68,27,386.35999999999996,Fallado,0.08,OK,0.61,OK,0.64,OK,0.92,OK,2.01,Fallado,3.8,Fallado,5.18,OK,6.69,OK,7.03,OK,7.1,Fallado,8.05,OK,9.37,OK,9.83,OK,11.42,OK,11.81,OK,12.31,Fallado,12.41,OK,12.64,Fallado,13.6,OK,13.91,Fallado,14.33,OK,14.58,Fallado,16.09,OK,16.1,Fallado,16.29,Siendo_Controlado_Emp1,17.66,OK,18.1,OK,18.64,Siendo_Controlado_Emp3,19.4,Siendo_Controlado_Emp2,19.63,En_Cola,20.13,En_Cola,20.59,En_Cola,20.65,En_Cola,20.97,En_Cola,23.31,En_Cola,24.16,En_Cola,24.69,En_Cola,26.37,En_Cola,26.76,En_Cola,27.05,En_Cola,28.27,En_Cola,29.03,En_Cola,29.75,En_Cola,29.86,En_Cola,30.88,En_Cola,31.36,En_Cola,32.79,En_Cola,32.85,En_Cola,32.87,En_Cola,33.72,En_Cola,33.96,En_Cola,33.96,En_Cola,34.64,En_Cola,34.67,En_Cola,34.87,En_Cola,34.98,En_Cola,35.29,En_Cola,36.25,En_Cola,36.26,En_Cola,37.32,En_Cola,37.43,En_Cola,39.36,En_Cola,39.94,En_Cola,40.86,En_Cola,42.96,En_Cola,43.15,En_Cola,44.17,En_Cola,44.36,,,,,,
97,FinControlReloj_26,44.82,,,44.9,0.3,0.26,4.76,5.3,4.53,6.28,5.25,0.91,Fallado,Ocupado,44.27,Ocupado,43.73,Ocupado,43.71,37,803.6702653241157,68,28,413.52,Fallado,0.08,OK,0.61,OK,0.64,OK,0.92,OK,2.01,Fallado,3.8,Fallado,5.18,OK,6.69,OK,7.03,OK,7.1,Fallado,8.05,OK,9.37,OK,9.83,OK,11.42,OK,11.81,OK,12.31,Fallado,12.41,OK,12.64,Fallado,13.6,OK,13.91,Fallado,14.33,OK,14.58,Fallado,16.09,OK,16.1,Fallado,16.29,Fallado,17.66,OK,18.1,OK,18.64,Siendo_Controlado_Emp3,19.4,Siendo_Controlado_Emp2,19.63,Siendo_Controlado_Emp1,20.13,En_Cola,20.59,En_Cola,20.65,En_Cola,20.97,En_Cola,23.31,En_Cola,24.16,En_Cola,24.69,En_Cola,26.37,En_Cola,26.76,En_Cola,27.05,En_Cola,28.27,En_Cola,29.03,En_Cola,29.75,En_Cola,29.86,En_Cola,30.88,En_Cola,31.36,En_Cola,32.79,En_Cola,32.85,En_Cola,32.87,En_Cola,33.72,En_Cola,33.96,En_Cola,33.96,En_Cola,34.64,En_Cola,34.67,En_Cola,34.87,En_Cola,34.98,En_Cola,35.29,En_Cola,36.25,En_Cola,36.26,En_Cola,37.32,En_Cola,37.43,En_Cola,39.36,En_Cola,39.94,En_Cola,40.86,En_Cola,42.96,En_Cola,43.15,En_Cola,44.17,En_Cola,44.36,,,,,,
98,LlegadaReloj,44.9,0.2,0.13,45.03,0.3,0.26,4.76,5.3,4.53,6.28,5.25,,,Ocupado,44.35,Ocupado,43.81,Ocupado,43.79,38,806.6302766156196,69,28,413.52,Fallado,0.08,OK,0.61,OK,0.64,OK,0.92,OK,2.01,Fallado,3.8,Fallado,5.18,OK,6.69,OK,7.03,OK,7.1,Fallado,8.05,OK,9.37,OK,9.83,OK,11.42,OK,11.81,OK,12.31,Fallado,12.41,OK,12.64,Fallado,13.6,OK,13.91,Fallado,14.33,OK,14.58,Fallado,16.09,OK,16.1,Fallado,16.29,Fallado,17.66,OK,18.1,OK,18.64,Siendo_Controlado_Emp3,19.4,Siendo_Controlado_Emp2,19.63,Siendo_Controlado_Emp1,20.13,En_Cola,20.59,En_Cola,20.65,En_Cola,20.97,En_Cola,23.31,En_Cola,24.16,En_Cola,24.69,En_Cola,26.37,En_Cola,26.76,En_Cola,27.05,En_Cola,28.27,En_Cola,29.03,En_Cola,29.75,En_Cola,29.86,En_Cola,30.88,En_Cola,31.36,En_Cola,32.79,En_Cola,32.85,En_Cola,32.87,En_Cola,33.72,En_Cola,33.96,En_Cola,33.96,En_Cola,34.64,En_Cola,34.67,En_Cola,34.87,En_Cola,34.98,En_Cola,35.29,En_Cola,36.25,En_Cola,36.26,En_Cola,37.32,En_Cola,37.43,En_Cola,39.36,En_Cola,39.94,En_Cola,40.86,En_Cola,42.96,En_Cola,43.15,En_Cola,44.17,En_Cola,44.36,En_Cola,44.9,,,,
99,LlegadaReloj,45.03,0.11,0.06,45.09,0.3,0.26,4.76,5.3,4.53,6.28,5.25,,,Ocupado,44.47,Ocupado,43.93,Ocupado,43.91,39,811.5702186322212,70,28,413.52,Fallado,0.08,OK,0.61,OK,0.64,OK,0.92,OK,2.01,Fallado,3.8,Fallado,5.18,OK,6.69,OK,7.03,OK,7.1,Fallado,8.05,OK,9.37,OK,9.83,OK,11.42,OK,11.81,OK,12.31,Fallado,12.41,OK,12.64,Fallado,13.6,OK,13.91,Fallado,14.33,OK,14.58,Fallado,16.09,OK,16.1,Fallado,16.29,Fallado,17.66,OK,18.1,OK,18.64,Siendo_Controlado_Emp3,19.4,Siendo_Controlado_Emp2,19.63,Siendo_Controlado_Emp1,20.13,En_Cola,20.59,En_Cola,20.65,En_Cola,20.97,En_Cola,23.31,En_Cola,24.16,En_Cola,24.69,En_Cola,26.37,En_Cola,26.76,En_Cola,27.05,En_Cola,28.27,En_Cola,29.03,En_Cola,29.75,En_Cola,29.86,En_Cola,30.88,En_Cola,31.36,En_Cola,32.79,En_Cola,32.85,En_Cola,32.87,En_Cola,33.72,En_Cola,33.96,En_Cola,33.96,En_Cola,34.64,En_Cola,34.67,En_Cola,34.87,En_Cola,34.98,En_Cola,35.29,En_Cola,36.25,En_Cola,36.26,En_Cola,37.32,En_Cola,37.43,En_Cola,39.36,En_Cola,39.94,En_Cola,40.86,En_Cola,42.96,En_Cola,43.15,En_Cola,44.17,En_Cola,44.36,En_Cola,44.9,En_Cola,45.03,,
100,LlegadaReloj,45.09,0.27,0.18,45.27,0.3,0.26,4.76,5.3,4.53,6.28,5.25,,,Ocupado,44.53,Ocupado,43.99,Ocupado,43.97,40,813.9102662396432,71,28,413.52,Fallado,0.08,OK,0.61,OK,0.64,OK,0.92,OK,2.01,Fallado,3.8,Fallado,5.18,OK,6.69,OK,7.03,OK,7.1,Fallado,8.05,OK,9.37,OK,9.83,OK,11.42,OK,11.81,OK,12.31,Fallado,12.41,OK,12.64,Fallado,13.6,OK,13.91,Fallado,14.33,OK,14.58,Fallado,16.09,OK,16.1,Fallado,16.29,Fallado,17.66,OK,18.1,OK,18.64,Siendo_Controlado_Emp3,19.4,Siendo_Controlado_Emp2,19.63,Siendo_Controlado_Emp1,20.13,En_Cola,20.59,En_Cola,20.65,En_Cola,20.97,En_Cola,23.31,En_Cola,24.16,En_Cola,24.69,En_Cola,26.37,En_Cola,26.76,En_Cola,27.05,En_Cola,28.27,En_Cola,29.03,En_Cola,29.75,En_Cola,29.86,En_Cola,30.88,En_Cola,31.36,En_Cola,32.79,En_Cola,32.85,En_Cola,32.87,En_Cola,33.72,En_Cola,33.96,En_Cola,33.96,En_Cola,34.64,En_Cola,34.67,En_Cola,34.87,En_Cola,34.98,En_Cola,35.29,En_Cola,36.25,En_Cola,36.26,En_Cola,37.32,En_Cola,37.43,En_Cola,39.36,En_Cola,39.94,En_Cola,40.86,En_Cola,42.96,En_Cola,43.15,En_Cola,44.17,En_Cola,44.36,En_Cola,44.9,En_Cola,45.03,En_Cola,45.09


,Resultados
,Tiempo Medio Espera Reloj, 900759670.1 
,Tiempo Medio Reloj Sistema, 13602.96 
,Porcentaje Ocupacion Empleado 1, 4982301.76 
,Porcentaje Ocupacion Empleado 2, 4982301.76 
,Porcentaje Ocupacion Empleado 3, 4982301.76 
